DESCRIPCION,CODIGO SAP,NOMBRE ITEM SAP,LINEA,VENTAS NETAS UNIDADES,VENTAS NETAS KILOS,VENTAS NETAS PESOS
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,8,143,1178100
POZO SEPTICO 1000 LT ANAEROBIC,64000003,POZO SEPTICO 1000 LT ANAEROBIC,TANQUES,3,125,1340000
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,809625
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,3,48,417244
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,3,48,417244
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,853440
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,5,55,433125
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,714375
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,8,83,736313
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,8,62,533588
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,4,71,625866
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,259875
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,3,48,441788
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,38,715,5752809
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,6,239,1983819
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,5,192,1507808
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,25,477,3877913
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,1,48,428625
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,106,1169,8741257
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,6,119,1043109
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,6,239,1862376
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,259875
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,25,275,2165625
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,25,477,3681563
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,19,206,1821291
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,4,144,1272302
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,2186357
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,8,83,736313
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,8,287,2428875
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,8,143,1251731
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,1,48,381000
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1227188
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,809625
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,6,239,1785938
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,4,41,364258
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,8,83,649688
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,1,48,357188
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,8,62,470813
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1008893
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,762000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,1796603
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,15,165,1386000
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,8,287,2428875
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,15,286,2444558
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,4,41,386304
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,849154
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,3,48,436879
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,6,239,1865948
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,6,119,958065
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,1,24,208622
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,1,14,129938
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,2208938
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,8,83,679833
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,6,239,1867138
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,201779
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,3,48,359321
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,19,206,1513339
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,19,357,2694904
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,4,71,538981
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,6,69,613594
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,6,52,444656
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,6,119,1043109
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,838200
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,3,48,431970
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,125,1375,11701594
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,125,1041,8788500
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,25,477,4124823
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,6,119,1079925
POZO SEPTICO 1000 LT ANAEROBIC,64000003,POZO SEPTICO 1000 LT ANAEROBIC,TANQUES,1,62,753750
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,3,48,441788
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,1,24,184078
POZO SEPTICO 500 LT ANAEROBICO,64000000,POZO SEPTICO 500 LT ANAEROBICO,TANQUES,1,39,460063
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1227188
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1155000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,25,477,3927000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,6,119,1006294
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,226755
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1082813
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,6,52,392344
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,1840781
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,6,69,613594
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,809625
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,6,52,444656
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,3,48,417244
POZO SEPTICO 500 LT ANAEROBICO,64000000,POZO SEPTICO 500 LT ANAEROBICO,TANQUES,1,39,460063
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,25,275,2310000
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,5,192,1581150
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,1963500
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,1,24,208622
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1155000
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,10,383,3048000
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,809625
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,5,42,355725
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,5,95,834488
POZO SEPTICO 1000 LT ANAEROBIC,64000003,POZO SEPTICO 1000 LT ANAEROBIC,TANQUES,38,1871,17838750
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1155000
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,5,42,334800
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,31,596,4908750
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,5,55,462000
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,19,718,5929313
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,1,10,83700
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,1963500
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,857250
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,3,21,188325
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,6,69,577500
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,6,119,981750
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1155000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,1963500
TAPA TANQUE TOPTEC 1000 L     ,T1005027410,TAPA TANQUE TOPTEC 1000 L,TANQUES,15,66,752945
TAPA TANQUE TOPTEC 250L       ,T1005027425,TAPA TANQUE TOPTEC 250 L,TANQUES,15,30,281055
TRAMPA DE GRASAS 250 L        ,T1005009825,TRAMPA DE GRASAS 250 L,TANQUES,15,105,1100543
TANQUE SEPTICO 1000 L         ,T1005009910,TANQUE SEPTICO 1000 L,TANQUES,15,255,1894495
TAPA TANQUE TOPTEC 500 L,T1005027450,TAPA TANQUE TOPTEC 500 L,TANQUES,15,33,407228
FILTRO ANAEROBICO 500 L       ,T1005009950,FILTRO ANAEROBICO 500 L,TANQUES,15,150,1551830
FALSO FONDO 500 L             ,T1005025450,CRUCETA DISTRIBUCION 500 L,TANQUES,15,45,297500
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,6,239,2143125
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,6,119,1104469
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,5,55,519750
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,857250
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,6,69,591938
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,6,119,1006294
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1008893
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,1796603
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,3,48,417244
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1130312
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,3,21,188325
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1155000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,1963500
POZO SEPTICO 500 LT ANAEROBICO,64000000,POZO SEPTICO 500 LT ANAEROBICO,TANQUES,10,309,3377400
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,1,10,78469
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,15,165,1394663
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,15,286,2444558
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,4,144,1214438
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,8,62,533588
POZO SEPTICO 500 LT ANAEROBICO,64000000,POZO SEPTICO 500 LT ANAEROBICO,TANQUES,3,77,920125
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,19,718,6429375
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,2208938
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,38,312,2354063
THERM 5mm METAL BLAN ROL 24.4 ,65000169,THERM 5mm METAL BLAN ROL 24.4 ,TANQUES,8,44,948362
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,5,55,508200
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,10,191,1727880
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,1,48,400622
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,13,479,3810000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,19,357,2694904
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,19,718,5601414
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,15,165,1459458
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,1,14,122719
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,245438
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,3,48,417244
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,28,303,2678532
TAPA TANQUE TOPTEC 250L       ,T1005027425,TAPA TANQUE TOPTEC 250 L,TANQUES,25,50,418155
TRAMPA DE GRASAS 250 L        ,T1005009825,TRAMPA DE GRASAS 250 L,TANQUES,25,175,1637393
TAPA TANQUE TOPTEC 500 L,T1005027450,TAPA TANQUE TOPTEC 500 L,TANQUES,50,110,1211753
TANQUE SEPTICO 500 L          ,T1005009450,TANQUE SEPTICO 500 L,TANQUES,25,250,1684442
FILTRO ANAEROBICO 500 L       ,T1005009950,FILTRO ANAEROBICO 500 L,TANQUES,25,250,2308820
FALSO FONDO 500 L             ,T1005025450,CRUCETA DISTRIBUCION 500 L,TANQUES,25,75,442622
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,1,14,122719
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,3,21,177863
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,6,239,2095500
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,8,143,1295910
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,3,28,231000
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,762000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,3,48,392700
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,9,96,757969
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,5,95,736313
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1299375
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,5,192,1714500
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,857250
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,5,55,490875
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,5,95,834488
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,6,69,504446
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,6,119,898301
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,38,312,2667938
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,16,135,1156106
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,6,69,591938
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,10,110,1039500
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,8,62,564975
POZO SEPTICO 1000 LT ANAEROBIC,64000003,POZO SEPTICO 1000 LT ANAEROBIC,TANQUES,3,125,1507500
POZO SEPTICO 500 LT ANAEROBICO,64000000,POZO SEPTICO 500 LT ANAEROBICO,TANQUES,3,77,974250
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,8,287,2343150
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,8,143,1207553
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,3,96,762000
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,5,95,785400
TAPA TANQUE TOPTEC 250L       ,T1005027425,TAPA TANQUE TOPTEC 250 L,TANQUES,25,50,418155
TRAMPA DE GRASAS 250 L        ,T1005009825,TRAMPA DE GRASAS 250 L,TANQUES,25,175,1637393
TAPA TANQUE TOPTEC 500 L,T1005027450,TAPA TANQUE TOPTEC 500 L,TANQUES,50,110,1211753
TANQUE SEPTICO 500 L          ,T1005009450,TANQUE SEPTICO 500 L,TANQUES,25,250,1684442
FILTRO ANAEROBICO 500 L       ,T1005009950,FILTRO ANAEROBICO 500 L,TANQUES,25,250,2308820
FALSO FONDO 500 L             ,T1005025450,CRUCETA DISTRIBUCION 500 L,TANQUES,25,75,442622
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,8,83,693000
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,8,287,2286000
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,8,62,502200
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,8,143,1178100
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1155000
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,8,287,2371725
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,8,62,502200
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,13,238,1963500
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,19,357,3313406
TANQUE PLASTICO TOPTEC 500 L  ,T1005028451,JUEGO TANQUE TOPTEC 500 L,TANQUES,13,138,1299375
TAPA TANQUE TOPTEC 250L       ,T1005027425,TAPA TANQUE TOPTEC 250 L,TANQUES,51,103,857218
TRAMPA DE GRASAS 250 L        ,T1005009825,TRAMPA DE GRASAS 250 L,TANQUES,51,359,3356655
TAPA TANQUE TOPTEC 500 L,T1005027450,TAPA TANQUE TOPTEC 500 L,TANQUES,103,226,2484094
TANQUE SEPTICO 500 L          ,T1005009450,TANQUE SEPTICO 500 L,TANQUES,51,513,3453106
FILTRO ANAEROBICO 500 L       ,T1005009950,FILTRO ANAEROBICO 500 L,TANQUES,51,513,4733080
FALSO FONDO 500 L             ,T1005025450,CRUCETA DISTRIBUCION 500 L,TANQUES,51,154,907375
TANQUE PLASTICO TOPTEC 2000 L,T1005028420,JUEGO TANQUE TOPTEC 2000 L,TANQUES,6,239,2143125
TANQUE PLASTICO TOPTEC 1000 L ,T1005028410,JUEGO TANQUE TOPTEC 1000 L,TANQUES,6,119,1104469
THERM 5mm METAL BLAN ROL 24.4 ,65000169,THERM 5mm METAL BLAN ROL 24.4 ,TANQUES,15,87,1896723
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,1,10,94163
POZO SEPTICO 1000 LT ANAEROBIC,64000003,POZO SEPTICO 1000 LT ANAEROBIC,TANQUES,4,187,2261250
TAPA TANQUE TOPTEC 500 L,T1005027450,TAPA TANQUE TOPTEC 500 L,TANQUES,3,6,74493
TANQUE SEPTICO 500 L          ,T1005009450,TANQUE SEPTICO 500 L,TANQUES,1,13,103552
FILTRO ANAEROBICO 500 L       ,T1005009950,FILTRO ANAEROBICO 500 L,TANQUES,1,13,141936
FALSO FONDO 500 L             ,T1005025450,CRUCETA DISTRIBUCION 500 L,TANQUES,1,4,27210
TANQUE PLASTICO TOPTEC 250 L,T1005028425,JUEGO TANQUE TOPTEC 250 L,TANQUES,1,10,94163
TAPA TANQUE TOPTEC 500 L,T1005027450,TAPA TANQUE TOPTEC 500 L,TANQUES,3,6,74493
TANQUE SEPTICO 500 L          ,T1005009450,TANQUE SEPTICO 500 L,TANQUES,1,13,103552
FILTRO ANAEROBICO 500 L       ,T1005009950,FILTRO ANAEROBICO 500 L,TANQUES,1,13,141936
FALSO FONDO 500 L             ,T1005025450,CRUCETA DISTRIBUCION 500 L,TANQUES,1,4,27210
